Id,Influential,Kundan_follower,Kundan_following,Kundan_mentions_r,Kundan_retweets_r,Kundan_mentions_s,Kundan_retweets_s,Kundan_posts,Hritik_follower,Hritik_following,Hritik_mentions_r,Hritik_retweets_r,Hritik_mentions_s,Hritik_retweets_s,Hritik_posts
299,0,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084,480412,11948,0,795.52554643,685.575043835,4.5349874439,1.3181402227
300,0,823481,2667,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794,11427,1951,31.2018970657,9.4677393212,12.7086399663,1.0914253809,16.9942186851
301,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075
302,1,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,4947410,112,0,774.21392717,830.899475371,0.1005033585,0.1005033585
303,1,480412,11948,0,795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,1607541,93,389.533119657,217.628442156,0.3595336011,0.1005033585
304,0,268170,2087,48.0737198205,6.3838985185,0.3569432987,0.3569432987,0.3569432987,17842623,46964,0,377.1728978,0,728.95895108,0.3621500682
305,1,1912232,33395,0,159.5386095,131.9544457,2.1732414024,0.6237967779,4.1431152428,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585
306,0,5501,5908,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422,1445520,260,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124
307,0,3200,3256,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585,36.4016397161
308,1,9450,1511,28.3421055161,5.880138366,7.4443449145,1.1016899551,6.0830651,5685,942,30.131220894,1.6499776487,5.3123945176,0.1005033585,4.8191429483
309,1,158467,154157,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,794,892,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644
310,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,1043,81,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585
311,1,638283,150,0,677.8834456,0,606.96445094,1.3260869988,0.1005033585,33.6829020514,127,36,0.1005033585,0.1005033585,0.1005033585
312,1,541611,2140,0,418.36985923,981.459888729,13.9255848212,0.1005033585,32.9730239162,24437,279,12.3557961024,7.1442667563,2.1357673116,0.5993822414
313,1,6232,551,5.079484188,1.0535049897,2.0897937521,0.8374392375,1.3477547184,60,146,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354
314,0,25195,1443,1.6611637358,0.1005033585,0.3543788993,0.3543788993,5.0628163375,4491415,756,0,499.99625119,0,206.57189762,26.9669247433
315,1,34463,29808,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568,3638,3341,2.7935772011,1.4027026296,2.5940892677,0.5981501935,3.8021434159
316,0,96531,87,81.5617342573,43.3214649545,6.5902451098,2.3391332378,12.0896446122,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682
317,0,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,196692,2339,710.749099844,310.219722086,9.7350973046,5.0926758166,17.02822609
318,0,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558
319,0,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585,44027,113,45.2042215224,20.3689668816,1.1161583623,0.1005033585,0.8597184221
320,0,16978,6715,0.3324230437,0.1005033585,0.1005033585,0.1005033585,3.3429985107,3893,1059,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642
321,1,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938,3.5551939912,2774790,20342,0,88.57716465,6.1830806789,0.8104606078
322,1,454514,1479,455.180615236,293.839558332,30.1880543966,0.1005033585,21.0631964465,7157,73,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841
323,0,598,600,12.5329763908,0.1005033585,3.0695841148,0.1005033585,2.7647620837,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595
324,1,1097135,830,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082
325,1,17842623,46964,0,377.1728978,0,728.95895108,0.3621500682,0.1005033585,1.6082480584,10270,5625,74.5379654876,34.7487061203,0.1005033585
326,0,4760,425,5.0119622628,1.4078958975,0.1005033585,0.1005033585,0.1005033585,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
327,0,254,341,6.5257924076,1.1579752375,1.3328979597,0.3518401439,1.5671602679,298668,551,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095
328,0,1076,730,2.6964695357,0.8026186185,0.8229035158,0.1005033585,0.5886412075,1515,418,2.4217414307,0.2959984786,0.573760547,0.1005033585,0.5761507348
329,1,356712,2070,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,3200,3256,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682
330,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,224146,272,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543
331,1,470926,322,0,5.88841255,440.824681207,6.1969294162,2.8976662377,17.971280338,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585
332,0,131920,364,651.765133792,170.153144385,4.801919843,0.3419364717,7.0540441627,92462,692,141.503204167,35.2897466154,3.7872627884,0.5964123765,3.0419149813
333,1,404679,3866,89.0150487336,10.4367800398,14.1894824157,0.8300950124,8.0708983647,279,40,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585
334,1,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445
335,1,1780218,2,0,876.31019123,0,294.35747311,2.5936912948,1.8034653736,4.8403172643,6499799,899,0,568.42989585,0
336,1,6119,382,8.4859176989,3.2850584778,0.5859553702,0.1005033585,0.5859553702,4363,221,7.3623019486,0.1005033585,4.0311423654,0.8607551071,2.5637208177
337,0,598,600,12.5329763908,0.1005033585,3.0695841148,0.1005033585,2.7647620837,224146,272,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543
338,0,125512,13701,267.703832628,94.3880680445,10.9862864413,1.3602046494,11.1684045527,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657
339,1,871652,140,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905,85138,67047,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542
340,0,671,215,0.3543788993,0.1005033585,0.1005033585,0.1005033585,0.1005033585,1912232,33395,0,159.5386095,131.9544457,2.1732414024,0.6237967779
341,1,117913,1299,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,3914,1439,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585
342,1,14843,12352,48.5302706176,13.1948176686,17.8887517201,1.8480250135,13.9392783231,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585
343,1,6926,1281,4.1698890114,0.4996448355,0.3543788993,0.1005033585,0.6007140826,7299,235,1.4211942136,0.3210566715,0.1005033585,0.1005033585,0.3595336011
344,1,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388
345,1,49326,42259,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585,750,997,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936
346,1,322682,37601,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876
347,1,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657,67736,30523,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092
348,1,1352348,331,0,129.8486618,0,552.7339915,2.0654180329,0.5809552537,16.2815024995,7554,1711,21.6018659681,3.5816611274,6.7646570426
349,0,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,49326,42259,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585
350,1,266407,1592,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595
351,0,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,39262,848,40.4950207027,8.9436069153,3.2276769003,0.5643427289,1.0703207086
352,1,100836,144,512.444492859,143.893264105,4.5897566217,1.8449317073,5.1108506011,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642
353,1,14843,12352,48.5302706176,13.1948176686,17.8887517201,1.8480250135,13.9392783231,499,499,0.3371319527,0.1005033585,0.1005033585,0.1005033585,0.6134868535
354,1,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585
355,0,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084,1352348,331,0,129.8486618,0,552.7339915,2.0654180329
356,0,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872
357,0,3741,1635,0.5654910781,0.3166676606,0.1005033585,0.1005033585,0.3518401439,23230,495,118.052431863,56.6682926506,6.373205373,0.8407197447,9.8270049445
358,1,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084
359,1,298668,551,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987
360,0,1257,318,12.1270987362,3.9738032718,1.7961257948,0.1005033585,1.7961257948,805,589,7.755929477,1.8739177156,3.1342030791,0.3674625562,1.8436820043
361,0,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585,9512,12,52.1670684554,23.1822884278,0.3621500682,0.1005033585,6.8060452592
362,1,3042715,3811,0,951.52822645,890.613211633,1.3725736842,0.1005033585,2.8810770675,5694566,389,0,435.21624762,186.749343094,0.1005033585
363,1,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585
364,0,279,40,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585
365,1,58090,6,98.9542408593,27.7975963377,0.7962624141,0.3324230437,0.3324230437,5501,5908,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422
366,1,282305,2114,38.8128094277,14.1610399443,7.5188989033,0.8379415849,5.0101787474,2014,1943,0.7568434702,0.1005033585,0.3347656668,0.1005033585,1.328776303
367,1,44034,2974,223.914525839,85.6051762716,23.6886708148,9.2602446797,21.0503096777,23926,1168,12.0443447775,2.5605472751,0.3324230437,0.1005033585,0.8276316605
368,0,468,370,0.1005033585,0.1005033585,0.8128032309,0.3347656668,0.8128032309,10266,4744,28.1166948073,4.0186142448,6.3604999884,0.6161297496,5.8747641737
369,0,209,454,0.6134091419,0.3543788993,0.1005033585,0.1005033585,0.1005033585,78083,679,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855
370,1,3722,285,17.1484351254,2.717532222,5.878963793,0.6108188394,3.5835955172,98788,2354,385.79535532,172.183430066,8.3611127573,5.0922007269,10.7774189865
371,0,41367,71,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595
372,1,224146,272,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,67736,30523,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092
373,1,5151,2195,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,1209835,3,86.8200838396,18.4581095795,0.1005033585,0.1005033585,0.1005033585
374,1,6225470,381,0,532.6022598,0,816.44753602,6.292393245,4.3402115354,11.8868730892,1634478,12567,0,725.7097184,0
375,0,754,51,2.7571942019,0.1005033585,0.1005033585,0.1005033585,0.1005033585,413,438,0.7255404968,0.1005033585,1.3328450021,0.1005033585,1.5647646873
376,0,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,504004,3109,311.8003107,142.633228932,4.4860901625,1.0494079232,4.8068233239
377,1,4629,403,9.564144692,2.1675647365,4.5836630273,0.1005033585,3.0732279841,272,733,1.5667381983,0.3468385418,1.5743987793,0.3371319527,1.0523081085
378,1,100151,31383,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735,9542820,2069,0,336.3582863,668.570800935,7.3769959697,1.8383807208
379,1,33669,29327,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818,3914,1439,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585
380,1,1912232,33395,0,159.5386095,131.9544457,2.1732414024,0.6237967779,4.1431152428,186557,90762,489.106378736,75.7688776728,0.1005033585,0.1005033585
381,1,1607541,93,389.533119657,217.628442156,0.3595336011,0.1005033585,0.8497901318,48711,22845,61.9248042388,18.5789010899,0.1005033585,0.1005033585,0.1005033585
382,0,697,14,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,242529,7561,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354
383,1,20542,635,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527
384,1,3166413,276,0,253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,4557,82,7.3376261649,4.3974973143,0.1005033585,0.1005033585
385,0,187,751,2.5909685708,0.2790915225,2.0276285503,0.3324230437,1.065237266,219,148,0.7583073708,0.1005033585,0.1005033585,0.1005033585,0.1005033585
386,0,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585,501043,3289,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765
387,1,15385,673,55.9935458813,22.3219449455,6.9462332549,0.3419364717,6.503977478,48711,22845,61.9248042388,18.5789010899,0.1005033585,0.1005033585,0.1005033585
388,0,17842623,46964,0,377.1728978,0,728.95895108,0.3621500682,0.1005033585,1.6082480584,186557,90762,489.106378736,75.7688776728,0.1005033585
389,1,6119,382,8.4859176989,3.2850584778,0.5859553702,0.1005033585,0.5859553702,209,454,0.6134091419,0.3543788993,0.1005033585,0.1005033585,0.1005033585
390,0,2586,948,0.3468385418,0.3468385418,0.1005033585,0.1005033585,0.1005033585,21307,219,0.9198409877,0.4523399003,0.1005033585,0.1005033585,0.1005033585
391,0,54453,7688,115.323357245,22.752883155,16.8677184175,2.0924985043,10.746838393,6231,555,67.5773826332,26.9239905484,1.8332678169,0.3468385418,4.7740507894
392,1,7271,335,8.7866655883,5.8762309499,0.3674625562,0.1005033585,0.3674625562,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585,36.4016397161
393,1,750,997,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439
394,0,399,320,0.1005033585,0.1005033585,0.3395221406,0.1005033585,0.870770944,1116,35,4.3543794458,1.1410611222,0.1005033585,0.1005033585,0.1005033585
395,1,1525260,747,0,316.25953264,0,401.93976746,8.2571359615,6.5583557312,22.4431911187,33669,29327,128.414854027,23.9196306635,6.5562550178
396,0,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585
397,0,5501,5908,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422,182598,1402,145.844909693,74.002957632,23.5491892963,0.1005033585,15.9532425551
398,0,697,14,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
399,1,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,158467,154157,299.60787906,80.1902863889,0.1005033585,0.1005033585
400,0,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657,266407,1592,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911
401,0,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585,298668,551,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095
402,1,8168488,76,0,821.69423405,787.511274161,2.6052106632,0.5833695849,2.3816871119,1354,375,12.8553419711,6.2141995443,3.2266005052,1.5378835392
403,0,335,469,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,272,733,1.5667381983,0.3468385418,1.5743987793,0.3371319527,1.0523081085
404,0,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657
405,1,1216,277,1.5788565356,0.1005033585,0.8252698018,0.1005033585,0.8252698018,9013,1867,34.0173966938,11.9654027478,10.9577054672,0.588345558,9.6395425423
406,0,10693,935,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612
407,0,951,1096,1.7547384112,1.0071689016,0.1005033585,0.1005033585,0.8752392817,1294,1254,0.9298789548,0.1005033585,0.8803683396,0.6264927988,0.8803683396
408,1,21591,1179,90.4565058494,25.7982917525,5.7093286483,1.1111588222,5.1766200245,4189,2094,6.6973655357,1.4256784241,4.4836072397,1.3329545746,3.7735534148
409,1,4321482,259,0,68.5940808,0,773.24875881,2.1019940226,0.3395221406,10.2165316735,228,302,0.5839793876,0.1005033585,0.1005033585
410,1,683346,814,646.341746064,319.620117101,3.7040883015,0.3647929643,5.1276701079,7939,1437,5.214460057,0.7051837282,0.1005033585,0.1005033585,0.1005033585
411,1,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612,24437,279,12.3557961024,7.1442667563,2.1357673116,0.5993822414,4.6663647751
412,1,1040229,725,0,420.43804049,573.592695333,2.8074417817,0.860356879,9.0287183243,5685,942,30.131220894,1.6499776487,5.3123945176,0.1005033585
413,1,6118,4005,18.0701791025,5.4960562364,7.6766390461,0.1005033585,4.9955183554,2965,1627,2.1296834061,0.5329670632,1.33511146,0.5981501935,1.3277211557
414,1,8168488,76,0,821.69423405,787.511274161,2.6052106632,0.5833695849,2.3816871119,266407,1592,660.897263062,297.090332679,28.2579999628,0.8396823434
415,1,33669,29327,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786
416,0,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,1641075,695,0,237.29104892,0,80.58372601,17.6361116683
417,1,1445520,260,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124,598,600,12.5329763908,0.1005033585,3.0695841148,0.1005033585,2.7647620837
418,1,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075,7.0447345452,3764,703,5.2706205371,1.6011585692,2.3383325606,0.1005033585
419,1,185616,1001,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682
420,1,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,100151,31383,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735
421,0,335,469,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,501043,3289,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765
422,1,219,148,0.7583073708,0.1005033585,0.1005033585,0.1005033585,0.1005033585,2696,1718,4.2370517539,0.3210566715,0.5861024521,0.1005033585,0.8374392375
423,1,1891961,302,0,595.79523221,808.303928523,2.4765417522,1.0518461562,7.4628849399,6839015,968,0,488.25146245,566.630976996,21.5080088919
424,1,5151,2195,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826
425,0,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682,130878,5409,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322
426,1,138235,780,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024,132100,56571,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236
427,0,85138,67047,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542,48711,22845,61.9248042388,18.5789010899,0.1005033585,0.1005033585,0.1005033585
428,0,2070,1350,5.9338145193,0.5816833827,0.5987786624,0.1005033585,0.5987786624,627,441,5.28590397,0.2959984786,2.4795971572,0.3395221406,1.2987726684
429,0,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,203788,1069,0,43.23595348,558.213656192,20.6436432941,1.3712078708
430,0,739581,10723,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982,864557,7352,0,744.73281891,0,311.50720366,14.2957902199
431,0,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,54453,7688,115.323357245,22.752883155,16.8677184175,2.0924985043
432,0,794,892,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644,638283,150,0,677.8834456,0,606.96445094,1.3260869988
433,0,148,398,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,364,927,0.5516804778,0.3102473647,0.8349808627,0.3395221406,0.8325906749
434,1,132100,56571,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,279,40,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585
435,1,39262,848,40.4950207027,8.9436069153,3.2276769003,0.5643427289,1.0703207086,3764,703,5.2706205371,1.6011585692,2.3383325606,0.1005033585,1.5965386702
436,0,1706188,402,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906,5922518,483,0,758.403536,0,54.0555967,1.6124101103
437,1,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585
438,1,5501,5908,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084
439,0,127,106,1.0937724431,0.1005033585,0.3674625562,0.1005033585,0.6239024964,828774,904,374.369869253,95.2745611912,2.5732139103,1.5873965892,2.3141836677
440,1,3741,1635,0.5654910781,0.3166676606,0.1005033585,0.1005033585,0.3518401439,671,215,0.3543788993,0.1005033585,0.1005033585,0.1005033585,0.1005033585
441,1,2260661,233,0,580.6294376,0,883.09001537,27.1828015928,13.098383319,18.3497218154,32342,2622,64.641881773,21.4921308523,22.2502876588
442,0,41765,185,0,529.64305757,282.858500112,76.8095144531,5.3921710955,104.438625475,513424,6,755.632593095,364.713137315,4.7653348874,0.5861024521
443,1,1203,689,0.5810037842,0.5810037842,1.6427862594,0.1005033585,2.1531532873,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585,36.4016397161
444,1,7554,1711,21.6018659681,3.5816611274,6.7646570426,1.1197266986,4.5632463243,655,562,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379
445,1,254,341,6.5257924076,1.1579752375,1.3328979597,0.3518401439,1.5671602679,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585
446,1,504004,3109,311.8003107,142.633228932,4.4860901625,1.0494079232,4.8068233239,4947410,112,0,774.21392717,830.899475371,0.1005033585,0.1005033585
447,0,26821,24787,8.1487198267,7.707475357,1.0589928178,1.0589928178,42.4717126568,1203,689,0.5810037842,0.5810037842,1.6427862594,0.1005033585,2.1531532873
448,0,21,193,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3518401439,15002,1945,98.5074168407,20.957708926,25.6464141098,0.8395089085,23.3514624082
449,0,462071,331717,201.098430037,136.251577298,0.1005033585,0.1005033585,0.1005033585,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177
450,0,462071,331717,201.098430037,136.251577298,0.1005033585,0.1005033585,0.1005033585,828774,904,374.369869253,95.2745611912,2.5732139103,1.5873965892,2.3141836677
451,1,79727,555,85.0553351926,40.944029799,2.8360824589,0.1005033585,2.8089552019,2964,1074,2.1831823081,0.7663265541,1.5425419963,0.1005033585,1.3106223111
452,0,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,3081505,119234,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585
453,0,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682,513424,6,755.632593095,364.713137315,4.7653348874,0.5861024521,6.5920671904
454,1,2774790,20342,0,88.57716465,6.1830806789,0.8104606078,0.3395221406,1.0817573066,671,215,0.3543788993,0.1005033585,0.1005033585,0.1005033585
455,0,11018,160,2.9289745107,0.8801967787,0.1005033585,0.1005033585,0.5908589259,739581,10723,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982
456,0,708,631,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,100151,31383,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735
457,0,20542,635,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,11427,1951,31.2018970657,9.4677393212,12.7086399663,1.0914253809,16.9942186851
458,1,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,267,352,0.3019826139,0.1005033585,0.3347656668,0.1005033585,0.566685352
459,0,98788,2354,385.79535532,172.183430066,8.3611127573,5.0922007269,10.7774189865,39262,848,40.4950207027,8.9436069153,3.2276769003,0.5643427289,1.0703207086
460,1,322682,37601,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585
461,0,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,454514,1479,455.180615236,293.839558332,30.1880543966,0.1005033585,21.0631964465
462,0,7271,335,8.7866655883,5.8762309499,0.3674625562,0.1005033585,0.3674625562,739581,10723,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982
463,1,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595,23.6213238573,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585
464,1,3893,1059,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642,708,631,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986
465,1,1259676,337,908.649321529,211.33367097,12.0217812214,7.5656429402,12.7923814521,3081505,119234,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585
466,1,7157,73,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841,60,146,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354
467,0,3671,383,0.510745391,0.3210566715,0.1005033585,0.1005033585,0.1005033585,74798,433,258.15737974,78.7117164804,8.8696543515,0.1005033585,10.1265152346
468,0,177796,0,9.1483841077,5.3226945927,0.1005033585,0.1005033585,0.1005033585,5941,1615,39.5895711782,3.8664530784,1.5159530712,0.1005033585,1.2816907629
469,0,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,28613,3557,0.7514342508,0.2959984786,0.1005033585,0.1005033585,0.1005033585
